Gorilla_gorilla_intron	chr1	99.04	624	2	2	50	670	27948931	27949553	0.0	1079
Gorilla_gorilla_intron	chr1	94.17	120	5	1	495	612	6841799	6841918	3e-43	 182
Gorilla_gorilla_intron	chr1	94.07	118	5	1	497	612	219324229	219324112	4e-42	 178
Gorilla_gorilla_intron	chr1	93.33	120	6	1	495	612	77685046	77684927	1e-41	 176
Gorilla_gorilla_intron	chr1	93.33	120	6	1	495	612	108307264	108307145	1e-41	 176
Gorilla_gorilla_intron	chr1	93.28	119	6	1	496	612	171256022	171255904	5e-41	 174
Gorilla_gorilla_intron	chr1	93.22	118	6	1	497	612	9317893	9318010	2e-40	 172
Gorilla_gorilla_intron	chr1	93.22	118	6	1	497	612	10222285	10222168	2e-40	 172
Gorilla_gorilla_intron	chr1	93.22	118	6	1	497	612	19983001	19983118	2e-40	 172
Gorilla_gorilla_intron	chr1	93.22	118	6	1	497	612	39169381	39169498	2e-40	 172
Gorilla_gorilla_intron	chr1	93.22	118	6	1	497	612	44491239	44491356	2e-40	 172
Gorilla_gorilla_intron	chr1	93.22	118	6	1	497	612	94406451	94406334	2e-40	 172
Gorilla_gorilla_intron	chr1	93.22	118	6	1	497	612	94431011	94430894	2e-40	 172
Gorilla_gorilla_intron	chr1	93.22	118	6	1	497	612	102267808	102267925	2e-40	 172
Gorilla_gorilla_intron	chr1	93.22	118	6	1	497	612	137976193	137976310	2e-40	 172
Gorilla_gorilla_intron	chr1	93.22	118	6	1	497	612	154124189	154124306	2e-40	 172
Gorilla_gorilla_intron	chr1	93.22	118	6	1	497	612	193563486	193563369	2e-40	 172
Gorilla_gorilla_intron	chr1	93.22	118	6	1	497	612	206718789	206718672	2e-40	 172
Gorilla_gorilla_intron	chr1	93.22	118	6	1	497	612	209497540	209497657	2e-40	 172
Gorilla_gorilla_intron	chr1	90.84	131	8	3	485	612	210613957	210613828	2e-40	 172
Gorilla_gorilla_intron	chr1	93.22	118	6	2	497	612	218726822	218726939	2e-40	 172
Gorilla_gorilla_intron	chr1	92.50	120	7	1	495	612	47214686	47214805	6e-40	 171
Gorilla_gorilla_intron	chr1	92.56	121	6	2	495	612	117504914	117505034	6e-40	 171
Gorilla_gorilla_intron	chr1	93.16	117	6	1	498	612	127909679	127909563	6e-40	 171
Gorilla_gorilla_intron	chr1	93.16	117	6	1	498	612	182003276	182003392	6e-40	 171
Gorilla_gorilla_intron	chr1	92.50	120	7	1	495	612	204853306	204853425	6e-40	 171
Gorilla_gorilla_intron	chr1	91.87	123	8	1	492	612	205830569	205830447	6e-40	 171
Gorilla_gorilla_intron	chr1	92.44	119	7	1	496	612	6835677	6835795	2e-39	 169
Gorilla_gorilla_intron	chr1	92.44	119	7	1	497	613	7891299	7891417	2e-39	 169
Gorilla_gorilla_intron	chr1	92.44	119	7	1	496	612	15736073	15736191	2e-39	 169
Gorilla_gorilla_intron	chr1	92.44	119	7	1	496	612	20388200	20388082	2e-39	 169
