Homo_sapiens_intron	1	99.68	634	2	0	1	634	27324036	27324669	0.0	1160
Homo_sapiens_intron	1	89.87	79	8	0	556	634	156476936	156477014	2e-19	 102
Homo_sapiens_intron	1	89.74	78	8	0	557	634	9634989	9635066	8e-19	 100
Homo_sapiens_intron	1	89.74	78	8	0	557	634	9638276	9638199	8e-19	 100
Homo_sapiens_intron	1	86.96	92	9	3	546	634	9991634	9991543	8e-19	 100
Homo_sapiens_intron	1	88.46	78	9	0	557	634	48052702	48052625	4e-17	95.3
Homo_sapiens_intron	1	89.33	75	8	0	557	631	223812514	223812588	4e-17	95.3
Homo_sapiens_intron	1	88.46	78	9	0	557	634	225847240	225847317	4e-17	95.3
Homo_sapiens_intron	1	88.46	78	9	0	557	634	246822614	246822691	4e-17	95.3
Homo_sapiens_intron	1	87.50	80	10	0	555	634	237258193	237258114	1e-16	93.5
Homo_sapiens_intron	1	88.16	76	9	0	557	632	93472428	93472503	5e-16	91.6
Homo_sapiens_intron	1	87.34	79	8	1	556	632	35980630	35980708	2e-15	89.8
Homo_sapiens_intron	1	87.18	78	10	0	557	634	105921810	105921733	2e-15	89.8
Homo_sapiens_intron	1	87.18	78	10	0	557	634	113405083	113405006	2e-15	89.8
Homo_sapiens_intron	1	87.18	78	10	0	557	634	192717749	192717826	2e-15	89.8
Homo_sapiens_intron	1	87.18	78	8	1	557	632	48997756	48997679	6e-15	87.9
Homo_sapiens_intron	1	87.01	77	10	0	556	632	52808505	52808429	6e-15	87.9
Homo_sapiens_intron	1	90.77	65	6	0	557	621	212439640	212439576	6e-15	87.9
Homo_sapiens_intron	1	90.77	65	6	0	557	621	215789820	215789884	6e-15	87.9
Homo_sapiens_intron	1	86.84	76	10	0	557	632	157905753	157905828	2e-14	86.1
Homo_sapiens_intron	1	87.67	73	9	0	557	629	202756733	202756805	2e-14	86.1
Homo_sapiens_intron	1	85.90	78	11	0	557	634	51430889	51430966	8e-14	84.2
Homo_sapiens_intron	1	86.67	75	10	0	555	629	52758443	52758369	8e-14	84.2
Homo_sapiens_intron	1	85.90	78	11	0	557	634	186627267	186627190	8e-14	84.2
Homo_sapiens_intron	1	85.90	78	9	1	557	632	9642272	9642195	3e-13	82.4
Homo_sapiens_intron	1	89.23	65	7	0	557	621	27825059	27824995	3e-13	82.4
Homo_sapiens_intron	1	85.90	78	9	1	557	632	179896569	179896492	3e-13	82.4
Homo_sapiens_intron	1	97.87	47	1	0	556	602	203556630	203556584	3e-13	82.4
Homo_sapiens_intron	1	86.08	79	8	2	557	632	204533565	204533643	3e-13	82.4
Homo_sapiens_intron	1	85.53	76	11	0	557	632	110463239	110463164	1e-12	80.5
Homo_sapiens_intron	1	85.00	80	10	1	555	632	223917420	223917499	1e-12	80.5
Homo_sapiens_intron	1	94.12	51	3	0	557	607	10452694	10452744	4e-12	78.7
Homo_sapiens_intron	1	92.59	54	4	0	557	610	10893439	10893492	4e-12	78.7
Homo_sapiens_intron	1	84.81	79	10	1	556	632	32552941	32553019	4e-12	78.7
Homo_sapiens_intron	1	84.15	82	10	2	553	632	24244962	24245042	1e-11	76.8
Homo_sapiens_intron	1	84.62	78	10	1	557	632	51685466	51685389	1e-11	76.8
Homo_sapiens_intron	1	94.12	51	2	1	553	602	58802667	58802717	1e-11	76.8
Homo_sapiens_intron	1	95.65	46	2	0	557	602	146006167	146006212	5e-11	75.0
Homo_sapiens_intron	1	83.33	78	11	2	557	632	29228346	29228269	6e-10	71.3
Homo_sapiens_intron	1	86.15	65	9	0	557	621	162109919	162109855	6e-10	71.3
Homo_sapiens_intron	1	95.45	44	2	0	557	600	201611640	201611597	6e-10	71.3
Homo_sapiens_intron	1	93.62	47	3	0	556	602	230590005	230589959	6e-10	71.3
Homo_sapiens_intron	1	93.48	46	3	0	557	602	151207859	151207814	2e-09	69.4
Homo_sapiens_intron	1	93.48	46	3	0	557	602	200626095	200626140	2e-09	69.4
Homo_sapiens_intron	1	93.48	46	3	0	557	602	212905936	212905891	2e-09	69.4
Homo_sapiens_intron	1	93.48	46	3	0	557	602	238007243	238007288	2e-09	69.4
Homo_sapiens_intron	1	93.48	46	2	1	557	602	21060842	21060886	8e-09	67.6
Homo_sapiens_intron	1	84.29	70	10	1	553	622	45245783	45245715	8e-09	67.6
Homo_sapiens_intron	1	95.24	42	2	0	558	599	208388640	208388599	8e-09	67.6
Homo_sapiens_intron	1	84.62	65	10	0	557	621	44489032	44489096	3e-08	65.8
Homo_sapiens_intron	1	82.05	78	12	1	557	632	237456807	237456730	3e-08	65.8
Homo_sapiens_intron	1	100.00	28	0	0	559	586	8377538	8377565	2e-04	52.8
Homo_sapiens_upstream3	1	100.00	552	0	0	1	552	27317987	27318538	0.0	1020
Homo_sapiens_upstream2	1	100.00	496	0	0	1	496	27310481	27310976	0.0	 850
Homo_sapiens_upstream2	1	89.33	75	6	1	424	496	100352049	100351975	1e-16	93.5
Homo_sapiens_upstream2	1	90.28	72	6	1	425	496	244971856	244971786	1e-16	93.5
Homo_sapiens_upstream2	1	90.00	70	7	0	424	493	26540126	26540195	4e-16	91.6
Homo_sapiens_upstream2	1	90.14	71	6	1	426	496	146334797	146334728	4e-16	91.6
Homo_sapiens_upstream2	1	89.04	73	8	0	424	496	180770928	180771000	4e-16	91.6
Homo_sapiens_upstream2	1	89.04	73	8	0	424	496	214229870	214229942	4e-16	91.6
Homo_sapiens_upstream2	1	94.74	57	3	0	440	496	12287176	12287120	1e-15	89.8
Homo_sapiens_upstream2	1	92.06	63	5	0	434	496	32896918	32896856	1e-15	89.8
Homo_sapiens_upstream2	1	89.04	73	7	1	424	496	78278134	78278063	1e-15	89.8
Homo_sapiens_upstream2	1	88.89	72	7	1	425	496	36911329	36911399	5e-15	87.9
Homo_sapiens_upstream2	1	88.16	76	6	2	424	496	178325312	178325237	5e-15	87.9
Homo_sapiens_upstream2	1	89.86	69	6	1	425	493	230811402	230811469	5e-15	87.9
Homo_sapiens_upstream2	1	88.00	75	7	2	424	496	244331684	244331758	5e-15	87.9
Homo_sapiens_upstream2	1	97.96	49	1	0	448	496	3701541	3701493	2e-14	86.1
Homo_sapiens_upstream2	1	87.67	73	9	0	424	496	17457444	17457372	2e-14	86.1
Homo_sapiens_upstream2	1	88.89	72	5	2	425	496	27613876	27613944	2e-14	86.1
Homo_sapiens_upstream2	1	87.67	73	9	0	424	496	35660152	35660224	2e-14	86.1
Homo_sapiens_upstream2	1	87.67	73	9	0	424	496	60212171	60212243	2e-14	86.1
Homo_sapiens_upstream2	1	97.96	49	1	0	448	496	84993448	84993496	2e-14	86.1
Homo_sapiens_upstream2	1	93.10	58	4	0	439	496	226181804	226181861	2e-14	86.1
Homo_sapiens_upstream2	1	91.67	60	5	0	437	496	19779780	19779839	6e-14	84.2
Homo_sapiens_upstream2	1	87.01	77	6	3	424	496	117650773	117650697	6e-14	84.2
Homo_sapiens_upstream2	1	97.87	47	1	0	448	494	65664752	65664706	2e-13	82.4
Homo_sapiens_upstream2	1	86.67	75	8	2	424	496	86137145	86137071	2e-13	82.4
Homo_sapiens_upstream2	1	87.50	72	8	1	425	496	249069253	249069323	2e-13	82.4
Homo_sapiens_upstream2	1	91.38	58	5	0	439	496	10505577	10505520	8e-13	80.5
Homo_sapiens_upstream2	1	95.92	49	2	0	448	496	17753294	17753342	8e-13	80.5
Homo_sapiens_upstream2	1	95.92	49	2	0	448	496	22132584	22132536	8e-13	80.5
Homo_sapiens_upstream2	1	86.49	74	9	1	424	496	36642562	36642635	8e-13	80.5
Homo_sapiens_upstream2	1	86.30	73	10	0	424	496	39437454	39437382	8e-13	80.5
Homo_sapiens_upstream2	1	97.83	46	1	0	448	493	200813035	200813080	8e-13	80.5
Homo_sapiens_upstream2	1	88.06	67	8	0	424	490	217662045	217662111	8e-13	80.5
Homo_sapiens_upstream2	1	91.38	58	5	0	439	496	240500535	240500592	8e-13	80.5
Homo_sapiens_upstream2	1	97.78	45	1	0	452	496	167421629	167421585	3e-12	78.7
